DAdmit,Barangay,Case Count,Deaths,Recoveries
01/01/2025,SANGANDAAN,2,0,2
01/01/2025,PASONG TAMO,1,0,1
01/01/2025,TATALON,1,0,1
01/01/2025,SAN ANTONIO,1,0,1
01/01/2025,BAESA,1,0,1
01/01/2025,SANTO DOMINGO,1,0,1
01/01/2025,DOÑA IMELDA,1,0,1
01/02/2025,RAMON MAGSAYSAY,1,0,1
01/02/2025,KALIGAYAHAN,1,0,1
01/02/2025,PANSOL,1,0,1
01/02/2025,PASONG TAMO,1,0,1
01/02/2025,SANGANDAAN,2,0,2
01/02/2025,TATALON,4,0,4
01/02/2025,DAMAYANG LAGI,1,0,1
01/02/2025,BATASAN HILLS,1,0,1
01/02/2025,SAUYO,1,0,1
01/03/2025,TEACHERS VILLAGE WEST,1,0,1
01/03/2025,BAGUMBAYAN,1,0,1
01/03/2025,MASAGANA,1,0,1
01/03/2025,BAGONG PAG-ASA,1,0,1
01/03/2025,KRUS NA LIGAS,1,0,1
01/03/2025,BAGBAG,1,0,1
01/03/2025,SAN BARTOLOME,1,0,1
01/03/2025,BATASAN HILLS,2,0,2
01/03/2025,PASONG TAMO,2,0,2
01/03/2025,GULOD,1,0,1
01/03/2025,BAESA,1,0,1
01/03/2025,SAUYO,1,0,1
01/03/2025,CULIAT,1,0,1
01/03/2025,BAGONG LIPUNAN NG CRAME,1,0,1
01/04/2025,MASAMBONG,2,0,2
01/04/2025,GULOD,1,0,1
01/04/2025,BALINGASA,1,0,1
01/04/2025,SOCORRO,1,0,1
01/04/2025,UP CAMPUS,2,0,2
01/04/2025,SAN ISIDRO,1,0,1
01/04/2025,DOÑA IMELDA,1,0,1
01/04/2025,LAGING HANDA,1,0,1
01/04/2025,PINYAHAN,1,0,1
01/04/2025,SAUYO,3,0,3
01/04/2025,SAN BARTOLOME,1,0,1
01/04/2025,COMMONWEALTH,1,0,1
01/04/2025,SIKATUNA VILLAGE,1,0,1
01/04/2025,KALIGAYAHAN,1,0,1
01/04/2025,TATALON,1,0,1
01/04/2025,PROJECT 6,1,0,1
01/04/2025,KRUS NA LIGAS,1,0,1
01/05/2025,KATIPUNAN,1,0,1
01/05/2025,COMMONWEALTH,1,0,1
01/05/2025,SAN ANTONIO,1,0,1
01/05/2025,DOÑA AURORA,1,0,1
01/05/2025,DOÑA IMELDA,1,0,1
01/05/2025,SAN ISIDRO,1,0,1
01/05/2025,SANGANDAAN,1,0,1
01/05/2025,BALINGASA,1,0,1
01/05/2025,TATALON,1,0,1
01/05/2025,PASONG TAMO,1,0,1
01/05/2025,MATANDANG BALARA,1,0,1
01/05/2025,TEACHERS VILLAGE WEST,1,0,1
01/06/2025,SAUYO,1,0,1
01/06/2025,UP CAMPUS,1,0,1
01/06/2025,COMMONWEALTH,1,0,1
01/06/2025,SAN ANTONIO,1,0,1
01/06/2025,SAN VICENTE,1,0,1
01/06/2025,SIKATUNA VILLAGE,1,0,1
01/06/2025,KALIGAYAHAN,1,0,1
01/06/2025,BOTOCAN,1,0,1
01/06/2025,BAGONG PAG-ASA,1,0,1
01/07/2025,BATASAN HILLS,2,0,2
01/07/2025,DOÑA AURORA,1,0,1
01/07/2025,NOVALICHES PROPER,1,0,1
01/07/2025,SAN ROQUE,1,0,1
01/07/2025,FAIRVIEW,1,0,1
01/07/2025,COMMONWEALTH,1,0,1
01/07/2025,MARIANA,1,0,1
01/07/2025,BAGONG SILANGAN,1,0,1
01/07/2025,CENTRAL,1,0,1
01/07/2025,SAN ANTONIO,1,0,1
01/07/2025,BAGBAG,1,0,1
01/08/2025,COMMONWEALTH,1,0,1
01/08/2025,SANTO CRISTO,1,0,1
01/08/2025,UP CAMPUS,2,0,2
01/08/2025,SAN AGUSTIN,1,0,1
01/08/2025,BATASAN HILLS,1,0,1
01/08/2025,QUIRINO 2-A,1,0,1
01/08/2025,APOLONIO SAMSON,1,0,1
01/08/2025,BAHAY TORO,2,0,2
01/08/2025,LOYOLA HEIGHTS,1,0,1
01/08/2025,EAST KAMIAS,1,0,1
01/08/2025,NAGKAISANG NAYON,1,0,1
01/08/2025,SOCORRO,1,0,1
01/08/2025,SANGANDAAN,1,0,1
01/09/2025,KATIPUNAN,1,0,1
01/09/2025,BAGONG SILANGAN,1,0,1
01/09/2025,SAN ANTONIO,1,0,1
01/09/2025,SIKATUNA VILLAGE,1,0,1
01/09/2025,GULOD,3,0,3
01/09/2025,SAN BARTOLOME,3,0,3
01/09/2025,FAIRVIEW,2,0,2
01/09/2025,PAYATAS,2,0,2
01/09/2025,UP CAMPUS,1,0,1
01/09/2025,CULIAT,1,0,1
01/09/2025,BAGBAG,1,0,1
01/09/2025,HOLY SPIRIT,1,0,1
01/09/2025,BAHAY TORO,1,0,1
01/09/2025,BAESA,1,0,1
01/09/2025,PASONG TAMO,1,0,1
01/09/2025,PROJECT 6,1,0,1
01/09/2025,OLD CAPITOL SITE,1,0,1
01/09/2025,BAGONG PAG-ASA,1,0,1
01/09/2025,SAN ISIDRO,1,0,1
01/09/2025,SANTA MONICA,1,0,1
01/09/2025,PARAISO,1,0,1
01/09/2025,TEACHERS VILLAGE EAST,1,0,1
01/10/2025,SIKATUNA VILLAGE,1,0,1
01/10/2025,SILANGAN,1,0,1
01/10/2025,TEACHERS VILLAGE WEST,1,0,1
01/10/2025,TATALON,2,0,2
01/10/2025,ESCOPA III,1,0,1
01/10/2025,E. RODRIGUEZ,1,0,1
01/10/2025,SAN BARTOLOME,1,0,1
01/10/2025,BAGONG SILANGAN,1,0,1
01/10/2025,HORSESHOE,1,0,1
01/10/2025,PANSOL,1,0,1
01/10/2025,SAN ROQUE,1,0,1
01/10/2025,SAUYO,1,0,1
01/10/2025,ALICIA,1,0,1
01/10/2025,BALINGASA,1,0,1
01/10/2025,DAMAYANG LAGI,1,0,1
01/10/2025,CULIAT,1,0,1
01/10/2025,EAST KAMIAS,2,0,2
01/10/2025,SANTA LUCIA,1,0,1
01/10/2025,PASONG TAMO,1,0,1
01/11/2025,KALIGAYAHAN,1,0,1
01/11/2025,TEACHERS VILLAGE EAST,2,0,2
01/11/2025,MASAGANA,1,0,1
01/11/2025,SAN ISIDRO,1,0,1
01/11/2025,PASONG TAMO,2,0,2
01/11/2025,UP CAMPUS,1,0,1
01/11/2025,BALINGASA,2,0,2
01/11/2025,BAHAY TORO,2,0,2
01/11/2025,PAYATAS,1,0,1
01/11/2025,SAUYO,1,0,1
01/11/2025,BAGONG SILANGAN,1,0,1
01/11/2025,OBRERO,1,0,1
01/11/2025,MANRESA,1,0,1
01/11/2025,SANTO CRISTO,1,0,1
01/12/2025,BAHAY TORO,2,0,2
01/12/2025,PASONG TAMO,2,0,2
01/12/2025,PAYATAS,1,0,1
01/12/2025,GULOD,1,0,1
01/12/2025,SANTA LUCIA,1,0,1
01/13/2025,KALIGAYAHAN,1,0,1
01/13/2025,SAUYO,2,0,2
01/13/2025,BAGONG PAG-ASA,1,0,1
01/13/2025,TATALON,1,0,1
01/13/2025,BAHAY TORO,1,0,1
01/13/2025,LOYOLA HEIGHTS,1,0,1
01/13/2025,CULIAT,1,0,1
01/14/2025,SAN ROQUE,1,0,1
01/14/2025,COMMONWEALTH,2,1,1
01/14/2025,BAHAY TORO,2,0,2
01/14/2025,PAYATAS,1,0,1
01/14/2025,PASONG TAMO,1,0,1
01/14/2025,SANGANDAAN,2,0,2
01/15/2025,BAHAY TORO,5,0,5
01/15/2025,MASAMBONG,5,0,5
01/15/2025,TALAYAN,2,0,2
01/15/2025,FAIRVIEW,1,0,1
01/15/2025,E. RODRIGUEZ,1,0,1
01/15/2025,BUNGAD,2,0,2
01/15/2025,DOÑA IMELDA,1,0,1
01/15/2025,TATALON,2,0,2
01/15/2025,SIKATUNA VILLAGE,2,0,2
01/15/2025,COMMONWEALTH,1,0,1
01/15/2025,NORTH FAIRVIEW,1,0,1
01/15/2025,EAST KAMIAS,1,0,1
01/15/2025,PINYAHAN,1,0,1
01/15/2025,PAYATAS,1,0,1
01/15/2025,GULOD,1,0,1
01/15/2025,SAN ROQUE,1,0,1
01/15/2025,BALINGASA,1,0,1
01/15/2025,HOLY SPIRIT,1,0,1
01/15/2025,KALIGAYAHAN,1,0,1
01/15/2025,BATASAN HILLS,1,0,1
01/15/2025,SOUTH TRIANGLE,1,0,1
01/15/2025,CULIAT,1,0,1
01/16/2025,MARILAG,1,0,1
01/16/2025,UP CAMPUS,2,0,2
01/16/2025,LOYOLA HEIGHTS,1,0,1
01/16/2025,TATALON,3,0,3
01/16/2025,COMMONWEALTH,1,0,1
01/16/2025,BAHAY TORO,4,0,4
01/16/2025,SAN BARTOLOME,1,0,1
01/16/2025,PASONG TAMO,1,0,1
01/16/2025,BATASAN HILLS,1,0,1
01/16/2025,PAYATAS,1,0,1
01/16/2025,SANTA LUCIA,1,0,1
01/16/2025,SANGANDAAN,1,0,1
01/17/2025,SAN ANTONIO,1,0,1
01/17/2025,SAN BARTOLOME,1,0,1
01/17/2025,TANDANG SORA,3,0,3
01/17/2025,BATASAN HILLS,2,0,2
01/17/2025,SAUYO,1,0,1
01/17/2025,UP CAMPUS,1,0,1
01/17/2025,CAMP AGUINALDO,1,0,1
01/17/2025,SACRED HEART,1,0,1
01/17/2025,TATALON,1,0,1
01/17/2025,BAGBAG,1,0,1
01/18/2025,TANDANG SORA,2,0,2
01/18/2025,HOLY SPIRIT,3,0,3
01/18/2025,TEACHERS VILLAGE EAST,1,0,1
01/18/2025,BATASAN HILLS,1,0,1
01/18/2025,BAHAY TORO,2,0,2
01/18/2025,SIKATUNA VILLAGE,1,0,1
01/18/2025,APOLONIO SAMSON,1,0,1
01/18/2025,KAMUNING,1,0,1
01/18/2025,NOVALICHES PROPER,1,0,1
01/18/2025,COMMONWEALTH,1,0,1
01/18/2025,RAMON MAGSAYSAY,1,0,1
01/18/2025,CENTRAL,1,0,1
01/18/2025,PASONG TAMO,1,0,1
01/18/2025,MASAMBONG,1,0,1
01/19/2025,PINYAHAN,1,0,1
01/19/2025,KALIGAYAHAN,2,0,2
01/19/2025,SOCORRO,1,0,1
01/19/2025,SIKATUNA VILLAGE,1,0,1
01/19/2025,TATALON,2,0,2
01/19/2025,BAHAY TORO,1,0,1
01/19/2025,BAESA,1,0,1
01/19/2025,PASONG TAMO,1,0,1
01/19/2025,PAYATAS,1,0,1
01/19/2025,MANRESA,1,0,1
01/19/2025,TANDANG SORA,1,0,1
01/19/2025,SAN ANTONIO,2,1,1
01/19/2025,CULIAT,1,0,1
01/19/2025,APOLONIO SAMSON,1,0,1
01/19/2025,HOLY SPIRIT,1,0,1
01/19/2025,KRUS NA LIGAS,1,0,1
01/20/2025,BATASAN HILLS,2,0,2
01/20/2025,SANTA MONICA,1,0,1
01/20/2025,COMMONWEALTH,1,0,1
01/20/2025,SAUYO,1,0,1
01/20/2025,BAGONG SILANGAN,1,0,1
01/20/2025,BAGONG LIPUNAN NG CRAME,1,0,1
01/20/2025,VILLA MARIA CLARA,1,0,1
01/21/2025,SIKATUNA VILLAGE,1,0,1
01/21/2025,TANDANG SORA,1,0,1
01/21/2025,GULOD,1,0,1
01/21/2025,BUNGAD,1,0,1
01/22/2025,KALIGAYAHAN,1,0,1
01/22/2025,CULIAT,1,0,1
01/22/2025,QUIRINO 2-B,1,0,1
01/22/2025,GULOD,1,0,1
01/22/2025,SIKATUNA VILLAGE,2,0,2
01/22/2025,SANTA MONICA,1,0,1
01/22/2025,VALENCIA,1,0,1
01/22/2025,BAHAY TORO,1,0,1
01/23/2025,CULIAT,1,0,1
01/23/2025,BAGBAG,1,0,1
01/23/2025,BAGUMBUHAY,1,0,1
01/23/2025,BATASAN HILLS,1,0,1
01/23/2025,BAESA,1,0,1
01/24/2025,ESCOPA IV,1,0,1
01/24/2025,BAESA,2,0,2
01/24/2025,VALENCIA,1,0,1
01/24/2025,SAN ANTONIO,1,0,1
01/24/2025,COMMONWEALTH,1,0,1
01/24/2025,TATALON,2,0,2
01/24/2025,SANGANDAAN,4,0,4
01/24/2025,BAGONG SILANGAN,1,0,1
01/24/2025,CULIAT,1,0,1
01/24/2025,NAGKAISANG NAYON,1,0,1
01/24/2025,KAUNLARAN,1,0,1
01/24/2025,MANRESA,1,0,1
01/24/2025,NOVALICHES PROPER,1,0,1
01/24/2025,SANTO NIÑO,1,0,1
01/24/2025,PAYATAS,2,0,2
01/24/2025,KRISTONG HARI,1,0,1
01/24/2025,PASONG TAMO,1,0,1
01/24/2025,BAHAY TORO,3,0,3
01/24/2025,VETERANS VILLAGE,1,0,1
01/24/2025,HOLY SPIRIT,1,0,1
01/24/2025,TALIPAPA,1,0,1
01/24/2025,KRUS NA LIGAS,1,0,1
01/24/2025,RAMON MAGSAYSAY,1,0,1
01/24/2025,SAUYO,1,0,1
01/24/2025,SAN BARTOLOME,1,0,1
01/25/2025,SAN BARTOLOME,1,0,1
01/25/2025,DOÑA IMELDA,1,0,1
01/25/2025,SANTO CRISTO,1,0,1
01/25/2025,BATASAN HILLS,1,0,1
01/25/2025,SAN ROQUE,1,0,1
01/25/2025,SANTA LUCIA,1,0,1
01/25/2025,BAGONG LIPUNAN NG CRAME,1,0,1
01/25/2025,BAHAY TORO,1,0,1
01/25/2025,SAN ANTONIO,2,0,2
01/25/2025,BAGONG PAG-ASA,1,0,1
01/25/2025,GULOD,1,0,1
01/25/2025,FAIRVIEW,1,0,1
01/25/2025,PAYATAS,1,0,1
01/25/2025,KAMUNING,1,0,1
01/26/2025,BAHAY TORO,3,0,3
01/26/2025,PASONG PUTIK PROPER,1,0,1
01/26/2025,SANTOL,1,0,1
01/26/2025,NAGKAISANG NAYON,1,0,1
01/26/2025,GULOD,1,0,1
01/26/2025,EAST KAMIAS,1,0,1
01/26/2025,UP CAMPUS,1,0,1
01/26/2025,HOLY SPIRIT,1,0,1
01/26/2025,MATANDANG BALARA,1,0,1
01/27/2025,AMIHAN,1,0,1
01/27/2025,FAIRVIEW,1,0,1
01/27/2025,COMMONWEALTH,2,0,2
01/27/2025,PASONG TAMO,1,0,1
01/27/2025,BATASAN HILLS,1,0,1
01/28/2025,MARIANA,1,0,1
01/28/2025,PASONG TAMO,1,0,1
01/28/2025,TATALON,1,0,1
01/28/2025,KALIGAYAHAN,1,0,1
01/28/2025,CAMP AGUINALDO,1,0,1
01/28/2025,BAHAY TORO,1,0,1
01/28/2025,BATASAN HILLS,1,0,1
01/29/2025,HOLY SPIRIT,1,0,1
01/29/2025,CULIAT,1,0,1
01/29/2025,PINYAHAN,1,0,1
01/29/2025,UP CAMPUS,1,0,1
01/29/2025,COMMONWEALTH,1,0,1
01/29/2025,BAGBAG,1,0,1
01/29/2025,KALIGAYAHAN,1,0,1
01/29/2025,BAGONG PAG-ASA,1,0,1
01/29/2025,TALIPAPA,1,0,1
01/29/2025,BATASAN HILLS,1,0,1
01/29/2025,SANTO CRISTO,1,0,1
01/29/2025,RAMON MAGSAYSAY,1,0,1
01/29/2025,NOVALICHES PROPER,1,0,1
01/29/2025,PASONG TAMO,1,0,1
01/29/2025,SANTO NIÑO,1,0,1
01/30/2025,TANDANG SORA,2,0,2
01/30/2025,SANTO CRISTO,1,0,1
01/30/2025,COMMONWEALTH,1,0,1
01/30/2025,SAUYO,1,0,1
01/30/2025,HOLY SPIRIT,3,0,3
01/30/2025,BATASAN HILLS,2,0,2
01/30/2025,BAHAY TORO,3,0,3
01/30/2025,GULOD,1,0,1
01/30/2025,LIBIS,1,0,1
01/30/2025,TATALON,1,0,1
01/30/2025,CULIAT,1,0,1
01/30/2025,SAN ISIDRO,1,0,1
01/30/2025,BAESA,1,0,1
01/30/2025,PINYAHAN,1,0,1
01/31/2025,BAGBAG,1,0,1
01/31/2025,BAGUMBUHAY,1,0,1
01/31/2025,PINYAHAN,1,0,1
01/31/2025,PAYATAS,3,0,3
01/31/2025,DAMAYANG LAGI,1,0,1
01/31/2025,MANRESA,1,0,1
01/31/2025,BAHAY TORO,1,0,1
01/31/2025,HOLY SPIRIT,1,0,1
01/31/2025,TATALON,1,0,1
01/31/2025,RAMON MAGSAYSAY,1,0,1
01/31/2025,SAN VICENTE,1,0,1
01/31/2025,SAN ISIDRO,1,0,1
01/31/2025,SAINT PETER,1,0,1
01/31/2025,LOYOLA HEIGHTS,1,0,1
02/01/2025,DOÑA IMELDA,2,0,2
02/01/2025,BATASAN HILLS,1,0,1
02/01/2025,BAGONG SILANGAN,1,0,1
02/01/2025,DAMAR,2,0,2
02/01/2025,PROJECT 6,1,0,1
02/01/2025,PAYATAS,1,0,1
02/01/2025,COMMONWEALTH,1,0,1
02/01/2025,NORTH FAIRVIEW,1,0,1
02/01/2025,MATANDANG BALARA,1,0,1
02/01/2025,SANTO CRISTO,1,0,1
02/01/2025,KAMUNING,1,0,1
02/02/2025,ESCOPA III,1,0,1
02/02/2025,PINYAHAN,1,0,1
02/02/2025,PAYATAS,1,0,1
02/02/2025,PALIGSAHAN,1,0,1
02/02/2025,UP CAMPUS,1,0,1
02/02/2025,BAHAY TORO,4,0,4
02/02/2025,BATASAN HILLS,2,0,2
02/02/2025,PASONG TAMO,1,0,1
02/02/2025,NAGKAISANG NAYON,1,0,1
02/02/2025,VALENCIA,1,0,1
02/02/2025,OBRERO,1,0,1
02/02/2025,COMMONWEALTH,1,0,1
02/02/2025,BAGONG PAG-ASA,1,0,1
02/02/2025,TALIPAPA,1,0,1
02/03/2025,BAHAY TORO,1,0,1
02/03/2025,BATASAN HILLS,1,0,1
02/03/2025,COMMONWEALTH,1,0,1
02/03/2025,BAGUMBAYAN,1,0,1
02/03/2025,PAG-IBIG SA NAYON,1,0,1
02/03/2025,BAGONG LIPUNAN NG CRAME,1,0,1
02/03/2025,ALICIA,1,0,1
02/03/2025,BAESA,1,0,1
02/04/2025,HOLY SPIRIT,2,0,2
02/04/2025,SANTA LUCIA,1,0,1
02/04/2025,VETERANS VILLAGE,1,0,1
02/04/2025,BAHAY TORO,1,0,1
02/04/2025,BUNGAD,1,0,1
02/05/2025,COMMONWEALTH,1,0,1
02/05/2025,SOCORRO,1,0,1
02/05/2025,HOLY SPIRIT,1,0,1
02/05/2025,CAMP AGUINALDO,1,0,1
02/05/2025,PAYATAS,2,0,2
02/05/2025,BATASAN HILLS,2,0,2
02/05/2025,SAN BARTOLOME,2,0,2
02/05/2025,PASONG TAMO,1,0,1
02/05/2025,MATANDANG BALARA,1,0,1
02/05/2025,BAGBAG,1,0,1
02/05/2025,SAUYO,1,0,1
02/05/2025,MARIANA,1,0,1
02/05/2025,CULIAT,2,0,2
02/05/2025,SANTA LUCIA,1,0,1
02/05/2025,WHITE PLAINS,1,0,1
02/06/2025,KAMUNING,2,0,2
02/06/2025,NORTH FAIRVIEW,1,0,1
02/06/2025,BAHAY TORO,1,0,1
02/06/2025,PAYATAS,3,0,3
02/06/2025,SAN AGUSTIN,1,0,1
02/06/2025,KALIGAYAHAN,2,0,2
02/06/2025,GULOD,1,0,1
02/06/2025,COMMONWEALTH,1,0,1
02/06/2025,UP CAMPUS,1,0,1
02/06/2025,CULIAT,1,0,1
02/06/2025,TALIPAPA,1,0,1
02/07/2025,MARILAG,2,0,2
02/07/2025,BAHAY TORO,5,0,5
02/07/2025,SANGANDAAN,1,0,1
02/07/2025,KRUS NA LIGAS,1,0,1
02/07/2025,PINYAHAN,1,0,1
02/07/2025,PAYATAS,1,0,1
02/07/2025,NAGKAISANG NAYON,1,0,1
02/07/2025,APOLONIO SAMSON,1,0,1
02/07/2025,UP CAMPUS,1,0,1
02/07/2025,SOCORRO,1,0,1
02/07/2025,SAN BARTOLOME,1,0,1
02/07/2025,KAMUNING,1,0,1
02/07/2025,ALICIA,1,0,1
02/07/2025,SANTO CRISTO,1,0,1
02/07/2025,KAUNLARAN,1,0,1
02/07/2025,SAN ANTONIO,1,0,1
02/08/2025,MATANDANG BALARA,1,0,1
02/08/2025,BAHAY TORO,1,0,1
02/08/2025,SAN BARTOLOME,1,0,1
02/08/2025,SIKATUNA VILLAGE,1,0,1
02/08/2025,TANDANG SORA,1,0,1
02/08/2025,SOUTH TRIANGLE,1,0,1
02/08/2025,KALIGAYAHAN,1,0,1
02/08/2025,MARILAG,1,0,1
02/08/2025,SANGANDAAN,1,0,1
02/08/2025,SANTO CRISTO,1,0,1
02/08/2025,NEW ERA,2,0,2
02/09/2025,HOLY SPIRIT,1,0,1
02/09/2025,PAYATAS,1,0,1
02/09/2025,BATASAN HILLS,1,0,1
02/09/2025,CAMP AGUINALDO,1,0,1
02/09/2025,COMMONWEALTH,1,0,1
02/09/2025,PASONG PUTIK PROPER,1,0,1
02/09/2025,CULIAT,2,0,2
02/10/2025,SAUYO,3,0,3
02/10/2025,KRUS NA LIGAS,1,0,1
02/10/2025,WEST TRIANGLE,1,0,1
02/10/2025,RAMON MAGSAYSAY,1,0,1
02/10/2025,PALTOK,1,0,1
02/10/2025,DON MANUEL,1,0,1
02/10/2025,BAGONG SILANGAN,1,0,1
02/11/2025,PINAGKAISAHAN,1,0,1
02/11/2025,SANGANDAAN,1,0,1
02/11/2025,CAMP AGUINALDO,1,0,1
02/11/2025,TALIPAPA,1,0,1
02/11/2025,SANTA MONICA,1,0,1
02/11/2025,HOLY SPIRIT,1,0,1
02/12/2025,PROJECT 6,1,0,1
02/12/2025,PASONG PUTIK PROPER,1,0,1
02/12/2025,SAN BARTOLOME,1,0,1
02/12/2025,IMMACULATE CONCEPCION,1,0,1
02/12/2025,PAANG BUNDOK,1,0,1
02/12/2025,BAGONG SILANGAN,1,0,1
02/12/2025,MANRESA,2,0,2
02/12/2025,UP CAMPUS,1,0,1
02/12/2025,KRUS NA LIGAS,1,0,1
02/12/2025,COMMONWEALTH,1,0,1
02/12/2025,PAYATAS,1,0,1
02/12/2025,DOÑA IMELDA,1,0,1
02/12/2025,SAUYO,2,0,2
02/12/2025,BAESA,1,0,1
02/12/2025,CENTRAL,1,0,1
02/12/2025,BATASAN HILLS,2,0,2
02/12/2025,LOURDES,1,0,1
02/12/2025,CULIAT,1,0,1
02/12/2025,KALIGAYAHAN,1,0,1
02/13/2025,TATALON,1,0,1
02/13/2025,LOYOLA HEIGHTS,2,0,2
02/13/2025,VETERANS VILLAGE,1,0,1
02/13/2025,KRUS NA LIGAS,1,0,1
02/13/2025,DOÑA AURORA,1,0,1
02/13/2025,BOTOCAN,1,0,1
02/13/2025,BATASAN HILLS,1,0,1
02/13/2025,GULOD,1,0,1
02/13/2025,PASONG TAMO,2,0,2
02/13/2025,NORTH FAIRVIEW,1,0,1
02/13/2025,SAUYO,1,0,1
02/13/2025,NAGKAISANG NAYON,1,0,1
02/13/2025,HOLY SPIRIT,1,0,1
02/13/2025,BAGONG SILANGAN,1,0,1
02/13/2025,WEST TRIANGLE,1,0,1
02/13/2025,PAYATAS,1,0,1
02/13/2025,COMMONWEALTH,1,0,1
02/13/2025,BAHAY TORO,1,0,1
02/14/2025,ALICIA,1,0,1
02/14/2025,TATALON,1,0,1
02/14/2025,PASONG TAMO,1,0,1
02/14/2025,SAUYO,1,0,1
02/14/2025,CAPRI,1,0,1
02/14/2025,NAGKAISANG NAYON,1,0,1
02/14/2025,SAN ISIDRO,1,0,1
02/14/2025,DON MANUEL,1,0,1
02/14/2025,SAN BARTOLOME,1,0,1
02/14/2025,MATANDANG BALARA,1,0,1
02/14/2025,SIKATUNA VILLAGE,1,0,1
02/15/2025,BAGONG PAG-ASA,1,0,1
02/15/2025,TATALON,2,0,2
02/15/2025,ROXAS,1,0,1
02/15/2025,MAHARLIKA,1,0,1
02/15/2025,DAMAYANG LAGI,1,0,1
02/15/2025,BAGUMBUHAY,2,0,2
02/15/2025,SAN BARTOLOME,1,0,1
02/15/2025,PAYATAS,1,0,1
02/15/2025,BAESA,1,0,1
02/15/2025,CULIAT,1,0,1
02/15/2025,SAINT PETER,1,0,1
02/16/2025,LOYOLA HEIGHTS,1,0,1
02/16/2025,BATASAN HILLS,2,0,2
02/16/2025,PHIL-AM,2,0,2
02/16/2025,UP CAMPUS,2,0,2
02/16/2025,SAUYO,1,0,1
02/16/2025,PAYATAS,2,0,2
02/16/2025,BAHAY TORO,2,0,2
02/16/2025,SAN BARTOLOME,2,0,2
02/16/2025,BOTOCAN,1,0,1
02/16/2025,TALIPAPA,1,0,1
02/16/2025,HOLY SPIRIT,1,0,1
02/16/2025,EAST KAMIAS,1,0,1
02/16/2025,PASONG TAMO,1,0,1
02/16/2025,BAGBAG,1,0,1
02/16/2025,MATANDANG BALARA,1,0,1
02/16/2025,SAN AGUSTIN,1,0,1
02/16/2025,BAGONG LIPUNAN NG CRAME,1,0,1
02/17/2025,BATASAN HILLS,2,0,2
02/17/2025,SANTA MONICA,1,0,1
02/17/2025,OLD CAPITOL SITE,1,0,1
02/17/2025,BAHAY TORO,1,0,1
02/17/2025,APOLONIO SAMSON,1,0,1
02/17/2025,BAGBAG,1,0,1
02/18/2025,BAESA,1,0,1
02/18/2025,MAHARLIKA,1,0,1
02/18/2025,BALONG BATO,1,0,1
02/18/2025,PINYAHAN,1,0,1
02/18/2025,SIKATUNA VILLAGE,1,0,1
02/18/2025,BAGONG LIPUNAN NG CRAME,1,0,1
02/19/2025,ROXAS,1,0,1
02/19/2025,RAMON MAGSAYSAY,1,0,1
02/19/2025,PAYATAS,2,0,2
02/19/2025,HOLY SPIRIT,2,0,2
02/19/2025,BAGONG SILANGAN,2,0,2
02/19/2025,BALINGASA,1,0,1
