DAdmit,Barangay,Case Count,Deaths,Recoveries
02/19/2025,BAGUMBUHAY,1,0,1
02/19/2025,APOLONIO SAMSON,1,0,1
02/19/2025,MANGGA,1,0,1
02/19/2025,COMMONWEALTH,4,0,4
02/19/2025,TANDANG SORA,1,0,1
02/19/2025,BATASAN HILLS,2,0,2
02/19/2025,SANGANDAAN,1,0,1
02/19/2025,SAN BARTOLOME,2,0,2
02/19/2025,NAGKAISANG NAYON,1,0,1
02/19/2025,QUIRINO 3-A,1,0,1
02/20/2025,PAYATAS,4,0,4
02/20/2025,BATASAN HILLS,2,0,2
02/20/2025,GULOD,1,0,1
02/20/2025,BAESA,1,0,1
02/20/2025,TANDANG SORA,1,0,1
02/20/2025,BAHAY TORO,5,0,5
02/20/2025,BAGBAG,1,0,1
02/20/2025,UNANG SIGAW,1,0,1
02/20/2025,TATALON,3,0,3
02/20/2025,PASONG TAMO,1,0,1
02/20/2025,SAN ANTONIO,1,0,1
02/21/2025,SAN ANTONIO,2,0,2
02/21/2025,PANSOL,1,0,1
02/21/2025,COMMONWEALTH,1,0,1
02/21/2025,BAHAY TORO,1,0,1
02/21/2025,TANDANG SORA,1,0,1
02/21/2025,VASRA,1,0,1
02/21/2025,CULIAT,1,0,1
02/22/2025,BAGONG SILANGAN,1,0,1
02/22/2025,COMMONWEALTH,2,0,2
02/22/2025,BATASAN HILLS,1,0,1
02/22/2025,DOÑA AURORA,1,0,1
02/22/2025,PAYATAS,1,0,1
02/22/2025,TATALON,1,0,1
02/22/2025,PASONG TAMO,1,0,1
02/22/2025,KRUS NA LIGAS,1,0,1
02/22/2025,SAN ISIDRO,1,0,1
02/23/2025,COMMONWEALTH,2,0,2
02/23/2025,DAMAYAN,1,0,1
02/23/2025,PANSOL,1,0,1
02/23/2025,BAESA,1,0,1
02/23/2025,PAYATAS,1,0,1
02/23/2025,UP CAMPUS,1,0,1
02/23/2025,BAGONG SILANGAN,1,0,1
02/23/2025,ESCOPA III,1,0,1
02/24/2025,BAGBAG,1,0,1
02/24/2025,COMMONWEALTH,1,0,1
02/24/2025,DAMAR,1,0,1
02/24/2025,BALONG BATO,1,0,1
02/24/2025,TANDANG SORA,1,0,1
02/24/2025,SANGANDAAN,1,0,1
02/24/2025,SAUYO,1,0,1
02/24/2025,E. RODRIGUEZ,1,0,1
02/25/2025,TANDANG SORA,1,0,1
02/25/2025,APOLONIO SAMSON,1,0,1
02/25/2025,SAUYO,1,0,1
02/25/2025,MATANDANG BALARA,1,0,1
02/25/2025,SANTO CRISTO,1,0,1
02/26/2025,SAN ISIDRO LABRADOR,1,0,1
02/26/2025,SANGANDAAN,2,0,2
02/26/2025,BATASAN HILLS,1,0,1
02/26/2025,OBRERO,1,0,1
02/26/2025,FAIRVIEW,1,0,1
02/26/2025,CULIAT,1,0,1
02/26/2025,MASAMBONG,1,0,1
02/26/2025,MARIANA,1,0,1
02/27/2025,COMMONWEALTH,1,0,1
02/27/2025,PAYATAS,1,0,1
02/27/2025,PALTOK,1,0,1
02/27/2025,CULIAT,1,0,1
02/27/2025,SAN ISIDRO,2,0,2
02/27/2025,GULOD,2,0,2
02/27/2025,SAN ROQUE,1,0,1
02/27/2025,BAGUMBUHAY,1,0,1
02/27/2025,SAUYO,3,0,3
02/27/2025,CAMP AGUINALDO,1,0,1
02/27/2025,BATASAN HILLS,1,0,1
02/27/2025,TATALON,1,0,1
02/27/2025,BAESA,1,0,1
02/27/2025,PASONG TAMO,1,0,1
02/27/2025,MASAMBONG,1,0,1
02/28/2025,PAYATAS,3,0,3
02/28/2025,BATASAN HILLS,2,0,2
02/28/2025,KRUS NA LIGAS,1,0,1
02/28/2025,TALIPAPA,1,0,1
02/28/2025,SAN AGUSTIN,1,0,1
02/28/2025,NAGKAISANG NAYON,1,0,1
02/28/2025,SANGANDAAN,1,0,1
02/28/2025,NOVALICHES PROPER,1,0,1
02/28/2025,CENTRAL,1,0,1
02/28/2025,BAGONG SILANGAN,2,0,2
02/28/2025,TANDANG SORA,1,0,1
02/28/2025,APOLONIO SAMSON,1,0,1
02/28/2025,FAIRVIEW,1,0,1
02/28/2025,DAMAYANG LAGI,1,0,1
02/28/2025,PANSOL,1,0,1
02/28/2025,CULIAT,1,0,1
02/28/2025,ALICIA,1,0,1
03/01/2025,TATALON,1,0,1
03/01/2025,SANTA MONICA,1,0,1
03/01/2025,BAHAY TORO,2,0,2
03/01/2025,SACRED HEART,1,0,1
03/01/2025,PINYAHAN,1,0,1
03/02/2025,SAN BARTOLOME,1,0,1
03/02/2025,COMMONWEALTH,1,0,1
03/02/2025,BATASAN HILLS,1,0,1
03/02/2025,FAIRVIEW,1,0,1
03/02/2025,BAGBAG,1,0,1
03/02/2025,HOLY SPIRIT,1,0,1
03/02/2025,SAUYO,1,0,1
03/03/2025,BAGONG PAG-ASA,1,0,1
03/03/2025,HOLY SPIRIT,2,0,2
03/03/2025,MARIANA,1,0,1
03/03/2025,DAMAYANG LAGI,1,0,1
03/03/2025,BALINGASA,1,0,1
03/03/2025,DIOQUINO ZOBEL,1,0,1
03/04/2025,SANTO NIÑO,1,0,1
03/04/2025,BATASAN HILLS,1,0,1
03/04/2025,SAN ISIDRO,1,0,1
03/04/2025,MILAGROSA,1,0,1
03/04/2025,BALONG BATO,3,0,3
03/04/2025,PAYATAS,3,0,3
03/04/2025,RAMON MAGSAYSAY,1,0,1
03/04/2025,VETERANS VILLAGE,1,0,1
03/05/2025,BAESA,2,0,2
03/05/2025,COMMONWEALTH,2,0,2
03/05/2025,HOLY SPIRIT,1,0,1
03/05/2025,SANTO NIÑO,3,0,3
03/05/2025,LAGING HANDA,1,0,1
03/05/2025,MANRESA,1,0,1
03/05/2025,BAHAY TORO,2,0,2
03/05/2025,HORSESHOE,1,0,1
03/05/2025,PROJECT 6,2,0,2
03/05/2025,SAN AGUSTIN,1,0,1
03/05/2025,TALIPAPA,1,0,1
03/05/2025,CULIAT,1,0,1
03/06/2025,CULIAT,2,0,2
03/06/2025,SAUYO,2,0,2
03/06/2025,COMMONWEALTH,1,0,1
03/06/2025,MATANDANG BALARA,1,0,1
03/06/2025,PAYATAS,4,0,4
03/06/2025,E. RODRIGUEZ,1,0,1
03/06/2025,BATASAN HILLS,1,0,1
03/06/2025,CENTRAL,2,0,2
03/06/2025,WHITE PLAINS,1,0,1
03/06/2025,TANDANG SORA,1,0,1
03/06/2025,UP CAMPUS,1,0,1
03/07/2025,PAYATAS,2,0,2
03/07/2025,TEACHERS VILLAGE EAST,1,0,1
03/07/2025,CULIAT,1,0,1
03/07/2025,KALIGAYAHAN,2,0,2
03/07/2025,VALENCIA,1,0,1
03/07/2025,BAHAY TORO,1,0,1
03/08/2025,BAHAY TORO,1,0,1
03/08/2025,COMMONWEALTH,1,0,1
03/08/2025,BAGONG SILANGAN,1,0,1
03/08/2025,SANTO DOMINGO,1,0,1
03/08/2025,CULIAT,1,0,1
03/08/2025,BAESA,1,0,1
03/08/2025,FAIRVIEW,1,0,1
03/08/2025,NEW ERA,1,0,1
03/09/2025,ESCOPA II,1,0,1
03/09/2025,SANGANDAAN,1,0,1
03/09/2025,CLARO,1,0,1
03/09/2025,DAMAYANG LAGI,1,0,1
03/09/2025,BATASAN HILLS,1,0,1
03/09/2025,ALICIA,1,0,1
03/10/2025,SANTA LUCIA,1,0,1
03/10/2025,BOTOCAN,2,0,2
03/10/2025,SAN BARTOLOME,1,0,1
03/10/2025,PROJECT 6,2,0,2
03/10/2025,RAMON MAGSAYSAY,1,0,1
03/10/2025,SAUYO,1,0,1
03/10/2025,MASAMBONG,1,0,1
03/10/2025,DOÑA IMELDA,1,0,1
03/11/2025,PAYATAS,1,0,1
03/11/2025,GULOD,1,0,1
03/11/2025,BATASAN HILLS,1,0,1
03/11/2025,KALIGAYAHAN,1,0,1
03/11/2025,BAHAY TORO,3,0,3
03/11/2025,SAN ANTONIO,1,0,1
03/11/2025,SAN BARTOLOME,1,0,1
03/11/2025,SACRED HEART,1,0,1
03/11/2025,COMMONWEALTH,1,0,1
03/11/2025,HOLY SPIRIT,1,0,1
03/11/2025,CULIAT,1,0,1
03/11/2025,SANTO NIÑO,1,0,1
03/11/2025,TALIPAPA,1,0,1
03/12/2025,BAGONG SILANGAN,1,0,1
03/12/2025,KALIGAYAHAN,1,0,1
03/12/2025,MATANDANG BALARA,1,0,1
03/12/2025,CULIAT,1,0,1
03/12/2025,MANRESA,1,0,1
03/12/2025,SANTO NIÑO,1,0,1
03/12/2025,BATASAN HILLS,2,0,2
03/12/2025,BALONG BATO,1,0,1
03/12/2025,COMMONWEALTH,1,0,1
03/12/2025,SAN ISIDRO,2,0,2
03/12/2025,GULOD,3,0,3
03/12/2025,SANTA LUCIA,1,0,1
03/13/2025,SANTA LUCIA,1,0,1
03/13/2025,BALINGASA,1,0,1
03/13/2025,PALTOK,1,0,1
03/13/2025,MATANDANG BALARA,1,0,1
03/13/2025,TANDANG SORA,2,0,2
03/13/2025,NOVALICHES PROPER,1,0,1
03/13/2025,PASONG TAMO,1,0,1
03/13/2025,ESCOPA IV,1,0,1
03/13/2025,COMMONWEALTH,1,0,1
03/13/2025,GREATER LAGRO,1,0,1
03/14/2025,BATASAN HILLS,1,0,1
03/14/2025,SIKATUNA VILLAGE,1,0,1
03/14/2025,SOUTH TRIANGLE,1,0,1
03/14/2025,BAHAY TORO,2,0,2
03/14/2025,MALAYA,1,0,1
03/14/2025,QUIRINO 2-B,1,0,1
03/15/2025,SAN BARTOLOME,1,0,1
03/15/2025,SAN ANTONIO,1,0,1
03/15/2025,BATASAN HILLS,3,0,3
03/15/2025,MANRESA,1,0,1
03/15/2025,FAIRVIEW,1,0,1
03/15/2025,KAMUNING,1,0,1
03/15/2025,BAHAY TORO,1,0,1
03/16/2025,COMMONWEALTH,2,0,2
03/16/2025,BATASAN HILLS,1,0,1
03/16/2025,U.P. VILLAGE,1,0,1
03/16/2025,ROXAS,1,0,1
03/16/2025,DAMAYAN,1,0,1
03/17/2025,MAHARLIKA,1,0,1
03/17/2025,KRUS NA LIGAS,1,0,1
03/17/2025,COMMONWEALTH,1,0,1
03/17/2025,CULIAT,1,0,1
03/17/2025,TANDANG SORA,1,0,1
03/17/2025,MASAMBONG,1,0,1
03/17/2025,BAGONG PAG-ASA,1,0,1
03/17/2025,PASONG TAMO,1,0,1
03/17/2025,OLD CAPITOL SITE,1,0,1
03/18/2025,COMMONWEALTH,1,0,1
03/18/2025,GULOD,1,0,1
03/18/2025,SOCORRO,1,0,1
03/18/2025,SOUTH TRIANGLE,1,0,1
03/18/2025,FAIRVIEW,1,0,1
03/18/2025,SAN VICENTE,1,0,1
03/18/2025,ESCOPA III,1,0,1
03/18/2025,TALAYAN,1,0,1
03/18/2025,BATASAN HILLS,1,0,1
03/19/2025,SAN BARTOLOME,3,0,3
03/19/2025,BAGBAG,1,0,1
03/19/2025,GULOD,1,0,1
03/19/2025,BAHAY TORO,1,0,1
03/19/2025,BATASAN HILLS,1,0,1
03/19/2025,BALINGASA,1,0,1
03/19/2025,PAYATAS,2,0,2
03/19/2025,SANTO NIÑO,2,0,2
03/19/2025,KATIPUNAN,1,0,1
03/19/2025,VASRA,1,0,1
03/19/2025,MATANDANG BALARA,1,0,1
03/19/2025,NAGKAISANG NAYON,1,0,1
03/20/2025,BAGONG PAG-ASA,1,0,1
03/20/2025,APOLONIO SAMSON,1,0,1
03/20/2025,PINYAHAN,1,0,1
03/20/2025,MATANDANG BALARA,1,0,1
03/20/2025,BAESA,2,0,2
03/20/2025,EAST KAMIAS,1,0,1
03/20/2025,ESCOPA II,1,0,1
03/20/2025,PAYATAS,2,0,2
03/20/2025,BATASAN HILLS,1,0,1
03/21/2025,NAGKAISANG NAYON,1,0,1
03/21/2025,TANDANG SORA,1,0,1
03/21/2025,OLD CAPITOL SITE,1,0,1
03/22/2025,GULOD,1,0,1
03/22/2025,NAGKAISANG NAYON,1,0,1
03/22/2025,HOLY SPIRIT,3,0,3
03/22/2025,KATIPUNAN,1,0,1
03/22/2025,PANSOL,1,0,1
03/22/2025,SANTO CRISTO,1,0,1
03/23/2025,DOÑA IMELDA,1,0,1
03/23/2025,SIKATUNA VILLAGE,1,0,1
03/23/2025,SAN MARTIN DE PORRES,1,0,1
03/23/2025,BATASAN HILLS,1,0,1
03/23/2025,SANTA LUCIA,1,0,1
03/23/2025,GULOD,1,0,1
03/23/2025,BAGONG PAG-ASA,1,0,1
03/23/2025,SILANGAN,1,0,1
03/24/2025,KAMUNING,1,0,1
03/24/2025,BAGBAG,1,0,1
03/24/2025,FAIRVIEW,1,0,1
03/24/2025,PAYATAS,2,0,2
03/25/2025,MATANDANG BALARA,1,0,1
03/25/2025,SANTO DOMINGO,1,0,1
03/25/2025,GULOD,1,0,1
03/25/2025,BAHAY TORO,1,0,1
03/25/2025,BAGONG SILANGAN,1,0,1
03/25/2025,SAN ISIDRO,2,0,2
03/25/2025,VETERANS VILLAGE,1,0,1
03/25/2025,BAGBAG,1,0,1
03/25/2025,ESCOPA IV,1,0,1
03/25/2025,SANTA MONICA,1,0,1
03/26/2025,MASAMBONG,1,0,1
03/26/2025,HOLY SPIRIT,2,0,2
03/26/2025,KALIGAYAHAN,1,0,1
03/26/2025,BATASAN HILLS,1,0,1
03/26/2025,DIOQUINO ZOBEL,1,0,1
03/26/2025,NAGKAISANG NAYON,1,0,1
03/26/2025,PINYAHAN,1,0,1
03/26/2025,SANTO CRISTO,1,0,1
03/26/2025,DOÑA AURORA,1,0,1
03/26/2025,SAN VICENTE,1,0,1
03/27/2025,CULIAT,1,0,1
03/27/2025,SANTA LUCIA,1,0,1
03/27/2025,SANTA MONICA,1,0,1
03/27/2025,TALAYAN,1,0,1
03/27/2025,PANSOL,1,0,1
03/27/2025,BAHAY TORO,1,0,1
03/27/2025,TEACHERS VILLAGE EAST,1,0,1
03/27/2025,SANTOL,1,0,1
03/27/2025,SANTO NIÑO,1,0,1
03/28/2025,BAGONG SILANGAN,1,0,1
03/28/2025,COMMONWEALTH,1,0,1
03/28/2025,HOLY SPIRIT,1,0,1
03/28/2025,MANRESA,1,0,1
03/28/2025,SAN BARTOLOME,1,0,1
03/28/2025,BALINGASA,1,0,1
03/28/2025,WEST KAMIAS,1,0,1
03/28/2025,UP CAMPUS,1,0,1
03/29/2025,SANTA MONICA,1,0,1
03/29/2025,SAN ANTONIO,1,0,1
03/30/2025,SAN BARTOLOME,2,0,2
03/30/2025,PAYATAS,1,0,1
03/30/2025,E. RODRIGUEZ,1,0,1
03/30/2025,BATASAN HILLS,1,0,1
03/30/2025,PASONG TAMO,1,0,1
03/30/2025,LOURDES,1,0,1
03/31/2025,BATASAN HILLS,1,0,1
04/01/2025,CULIAT,1,0,1
04/01/2025,BAGBAG,1,0,1
04/01/2025,HOLY SPIRIT,1,0,1
04/01/2025,BALINGASA,1,0,1
04/02/2025,KAUNLARAN,1,0,1
04/02/2025,PAYATAS,2,0,2
04/02/2025,NAGKAISANG NAYON,3,0,3
04/02/2025,BATASAN HILLS,1,0,1
04/02/2025,GULOD,1,0,1
04/02/2025,VASRA,1,0,1
04/02/2025,VETERANS VILLAGE,1,0,1
04/02/2025,ESCOPA III,1,0,1
04/02/2025,KRUS NA LIGAS,1,0,1
04/02/2025,GREATER LAGRO,1,0,1
04/03/2025,GULOD,1,0,1
04/03/2025,SANTO NIÑO,1,0,1
04/04/2025,UP CAMPUS,1,0,1
04/04/2025,DAMAYANG LAGI,1,0,1
04/04/2025,BAESA,1,0,1
04/05/2025,WHITE PLAINS,1,0,1
04/05/2025,BATASAN HILLS,1,0,1
04/05/2025,NAGKAISANG NAYON,1,0,1
04/05/2025,GREATER LAGRO,1,0,1
04/06/2025,BATASAN HILLS,2,0,2
04/06/2025,PAYATAS,1,0,1
04/06/2025,TATALON,1,0,1
04/06/2025,LOYOLA HEIGHTS,1,0,1
04/06/2025,UGONG NORTE,1,0,1
04/06/2025,HOLY SPIRIT,1,0,1
04/07/2025,NOVALICHES PROPER,1,1,0
04/07/2025,KALIGAYAHAN,1,0,1
04/07/2025,COMMONWEALTH,1,0,1
04/07/2025,BAGBAG,1,0,1
04/07/2025,FAIRVIEW,1,0,1
04/07/2025,SANTA LUCIA,1,0,1
04/07/2025,APOLONIO SAMSON,1,0,1
04/07/2025,BAESA,1,0,1
04/07/2025,KRUS NA LIGAS,1,0,1
04/08/2025,BATASAN HILLS,1,0,1
04/08/2025,NAGKAISANG NAYON,1,0,1
04/08/2025,BAHAY TORO,1,0,1
04/08/2025,ROXAS,1,0,1
04/08/2025,DON MANUEL,1,0,1
04/08/2025,MANRESA,1,0,1
04/08/2025,SAN BARTOLOME,1,0,1
04/08/2025,VASRA,1,0,1
04/08/2025,BAGBAG,1,0,1
04/08/2025,ALICIA,1,0,1
04/09/2025,TANDANG SORA,1,0,1
04/09/2025,MANRESA,1,0,1
04/10/2025,BAGBAG,1,0,1
04/10/2025,CLARO,1,0,1
04/10/2025,TALAYAN,1,0,1
04/10/2025,BATASAN HILLS,1,0,1
04/10/2025,BAHAY TORO,1,0,1
04/10/2025,TANDANG SORA,1,0,1
04/10/2025,PINAGKAISAHAN,1,0,1
04/10/2025,COMMONWEALTH,1,0,1
04/10/2025,SANTOL,1,0,1
04/11/2025,DON MANUEL,1,0,1
04/11/2025,GREATER LAGRO,1,0,1
04/11/2025,SAUYO,1,0,1
04/11/2025,HOLY SPIRIT,1,0,1
04/11/2025,SANTA LUCIA,1,0,1
04/12/2025,PAYATAS,1,0,1
04/12/2025,SANTO NIÑO,1,0,1
04/12/2025,MASAMBONG,1,0,1
04/12/2025,APOLONIO SAMSON,1,0,1
04/12/2025,HOLY SPIRIT,1,0,1
04/13/2025,WHITE PLAINS,1,0,1
04/13/2025,SACRED HEART,1,0,1
04/13/2025,PINYAHAN,1,0,1
04/13/2025,SANTA CRUZ,1,0,1
04/14/2025,E. RODRIGUEZ,1,0,1
04/14/2025,KALIGAYAHAN,1,0,1
04/14/2025,BUNGAD,1,0,1
04/14/2025,BAGONG SILANGAN,1,0,1
04/14/2025,DOÑA IMELDA,1,0,1
04/15/2025,BALINGASA,1,0,1
04/15/2025,MASAMBONG,4,0,4
04/15/2025,PAYATAS,1,0,1
04/15/2025,MALAYA,1,0,1
04/15/2025,MATANDANG BALARA,1,0,1
04/15/2025,COMMONWEALTH,2,0,2
04/15/2025,SAN ANTONIO,1,0,1
04/16/2025,TANDANG SORA,1,0,1
04/16/2025,BAESA,1,0,1
04/16/2025,SANTO NIÑO,1,0,1
04/16/2025,MATANDANG BALARA,1,0,1
04/17/2025,BATASAN HILLS,1,0,1
04/17/2025,PINYAHAN,1,0,1
04/17/2025,TATALON,1,0,1
04/17/2025,SANTA MONICA,1,0,1
04/17/2025,FAIRVIEW,1,0,1
04/17/2025,BAGBAG,1,0,1
04/17/2025,MASAMBONG,2,0,2
04/17/2025,SAUYO,1,0,1
04/17/2025,CULIAT,1,0,1
04/17/2025,MATANDANG BALARA,1,0,1
04/18/2025,OBRERO,1,0,1
04/18/2025,E. RODRIGUEZ,1,0,1
04/18/2025,PAYATAS,1,0,1
04/18/2025,PINYAHAN,1,0,1
04/18/2025,BAGBAG,1,0,1
04/18/2025,BAHAY TORO,1,0,1
04/18/2025,DON MANUEL,1,0,1
04/18/2025,ESCOPA III,1,0,1
04/18/2025,TANDANG SORA,1,0,1
04/18/2025,SAN BARTOLOME,1,0,1
04/19/2025,SANGANDAAN,1,0,1
04/19/2025,BATASAN HILLS,1,0,1
04/19/2025,SANTO NIÑO,1,0,1
04/19/2025,PINYAHAN,1,0,1
04/20/2025,BAHAY TORO,1,0,1
04/20/2025,KAMUNING,1,0,1
04/20/2025,ESCOPA III,1,0,1
04/20/2025,APOLONIO SAMSON,1,0,1
04/20/2025,PALTOK,1,0,1
04/20/2025,PASONG TAMO,2,0,2
04/20/2025,BAGBAG,1,0,1
04/22/2025,BAGONG SILANGAN,1,0,1
04/22/2025,PAYATAS,1,0,1
04/22/2025,HOLY SPIRIT,1,0,1
04/22/2025,COMMONWEALTH,1,0,1
04/22/2025,APOLONIO SAMSON,1,0,1
04/22/2025,MILAGROSA,1,0,1
04/23/2025,BATASAN HILLS,2,0,2
04/23/2025,FAIRVIEW,1,0,1
04/23/2025,BAGBAG,1,0,1
04/23/2025,KATIPUNAN,1,0,1
04/23/2025,SOUTH TRIANGLE,1,0,1
04/23/2025,HOLY SPIRIT,2,0,2
04/24/2025,COMMONWEALTH,1,0,1
04/24/2025,BATASAN HILLS,2,0,2
04/24/2025,SANTA LUCIA,1,0,1
04/24/2025,BAHAY TORO,3,0,3
04/24/2025,PASONG TAMO,2,0,2
04/24/2025,NAGKAISANG NAYON,1,0,1
04/24/2025,BAESA,1,0,1
04/24/2025,BAGBAG,1,0,1
04/25/2025,BATASAN HILLS,2,0,2
04/25/2025,SAUYO,1,0,1
04/25/2025,BALINGASA,1,0,1
04/25/2025,ESCOPA III,1,0,1
04/25/2025,SAN MARTIN DE PORRES,1,0,1
04/25/2025,PASONG TAMO,1,0,1
04/26/2025,PAYATAS,2,0,2
04/26/2025,HOLY SPIRIT,1,0,1
04/26/2025,MATANDANG BALARA,1,0,1
04/26/2025,SANTA CRUZ,1,0,1
04/26/2025,SANTO NIÑO,1,0,1
04/26/2025,BATASAN HILLS,1,1,0
04/27/2025,OBRERO,1,0,1
04/28/2025,HOLY SPIRIT,1,0,1
04/28/2025,BAGONG SILANGAN,1,0,1
04/28/2025,DOÑA IMELDA,1,0,1
04/28/2025,NORTH FAIRVIEW,1,0,1
04/28/2025,PINYAHAN,1,0,1
04/28/2025,PASONG TAMO,1,0,1
04/28/2025,TALIPAPA,1,0,1
04/29/2025,MATANDANG BALARA,1,0,1
04/29/2025,VASRA,1,0,1
04/29/2025,BAGONG SILANGAN,2,0,2
04/29/2025,PAYATAS,2,0,2
04/29/2025,SACRED HEART,1,0,1
04/29/2025,PALTOK,1,0,1
04/29/2025,BAESA,1,0,1
04/30/2025,NORTH FAIRVIEW,1,0,1
04/30/2025,BAGBAG,1,0,1
04/30/2025,PINYAHAN,1,0,1
05/01/2025,BAHAY TORO,1,0,1
05/01/2025,UGONG NORTE,1,0,1
05/01/2025,PAYATAS,1,0,1
05/01/2025,COMMONWEALTH,1,0,1
05/02/2025,BAGONG SILANGAN,1,0,1
05/02/2025,TANDANG SORA,1,0,1
05/02/2025,BATASAN HILLS,2,0,2
05/02/2025,TALIPAPA,1,0,1
05/02/2025,COMMONWEALTH,1,0,1
05/02/2025,DOÑA AURORA,1,0,1
05/02/2025,TATALON,1,0,1
05/02/2025,PASONG TAMO,1,0,1
05/03/2025,SOCORRO,1,0,1
05/03/2025,PAYATAS,2,0,2
05/03/2025,SANTO DOMINGO,1,0,1
05/03/2025,FAIRVIEW,1,0,1
05/03/2025,SANTA MONICA,1,0,1
05/03/2025,APOLONIO SAMSON,1,0,1
05/03/2025,PASONG TAMO,1,0,1
05/03/2025,NAGKAISANG NAYON,1,0,1
05/03/2025,BATASAN HILLS,1,0,1
05/04/2025,FAIRVIEW,1,0,1
05/04/2025,APOLONIO SAMSON,1,0,1
05/05/2025,PAYATAS,1,0,1
05/06/2025,SAUYO,2,0,2
05/06/2025,PAYATAS,2,0,2
05/06/2025,COMMONWEALTH,1,0,1
05/06/2025,BAGUMBUHAY,1,0,1
05/07/2025,TALAYAN,1,0,1
05/07/2025,BAGONG SILANGAN,2,0,2
05/07/2025,BAGBAG,1,0,1
05/07/2025,N.S. AMORANTO,1,0,1
05/07/2025,UP CAMPUS,1,0,1
05/07/2025,SAN ANTONIO,1,0,1
05/07/2025,NAGKAISANG NAYON,1,0,1
05/07/2025,TANDANG SORA,1,0,1
05/08/2025,PAYATAS,2,0,2
05/08/2025,TATALON,1,0,1
05/08/2025,BALINGASA,1,0,1
05/08/2025,SOCORRO,1,0,1
05/08/2025,TALIPAPA,1,0,1
05/09/2025,APOLONIO SAMSON,1,0,1
05/09/2025,PALTOK,1,0,1
05/09/2025,SAUYO,1,0,1
05/09/2025,PAYATAS,1,0,1
05/10/2025,KRUS NA LIGAS,1,0,1
05/10/2025,VASRA,1,0,1
05/10/2025,COMMONWEALTH,1,0,1
05/10/2025,PAYATAS,1,0,1
05/11/2025,BATASAN HILLS,1,0,1
05/12/2025,APOLONIO SAMSON,1,0,1
05/12/2025,TALIPAPA,1,0,1
05/12/2025,ESCOPA III,1,0,1
05/13/2025,SAN BARTOLOME,2,0,2
05/13/2025,GULOD,1,0,1
05/13/2025,FAIRVIEW,1,0,1
05/13/2025,SANTO NIÑO,1,0,1
05/14/2025,CULIAT,1,0,1
05/14/2025,SAN AGUSTIN,1,0,1
05/14/2025,E. RODRIGUEZ,1,0,1
05/14/2025,ALICIA,1,0,1
05/14/2025,PINYAHAN,1,0,1
05/15/2025,PAYATAS,1,0,1
05/15/2025,RAMON MAGSAYSAY,1,0,1
05/15/2025,DON MANUEL,1,0,1
05/15/2025,BATASAN HILLS,1,0,1
05/15/2025,COMMONWEALTH,1,0,1
05/16/2025,SAUYO,1,0,1
05/16/2025,DEL MONTE,1,0,1
05/16/2025,PASONG TAMO,1,0,1
05/16/2025,MASAMBONG,1,0,1
05/17/2025,UP CAMPUS,1,0,1
05/17/2025,PAYATAS,2,0,2
05/17/2025,PHIL-AM,1,0,1
05/17/2025,SAN ANTONIO,1,0,1
